data_source,split,survey_type,item_id,worker_id,prolific_id,age,ethnicity,gender,race,item_story,item_question,item_answers,item_true_answers,response,correct,true_false
backward_belief_false,0,backward_belief_false,backward_belief_false_00,184,0a206c29-e865-443d-9bc4-7d9fd5968b75,33,non_hispanic,male,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,186,1072c2ef-aea7-4158-bc5d-7a8f107c4ea8,25,non_hispanic,male,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,189,167d039b-3299-422b-9fd2-15b22293e113,26,non_hispanic,female,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,195,25844c87-9901-40b2-ade0-3d16b415f379,23,non_hispanic,male,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,199,3e7a2ab3-15ef-4d8a-b559-10d62937fb60,31,non_hispanic,female,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,182,42b8071d-efb0-4071-a9be-adda22c57bf8,38,non_hispanic,male,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,180,4ef59234-3a59-4e95-92e3-4e0c0a588af7,27,non_hispanic,female,multiracial,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,197,53bf9b7e-c274-4f17-8089-c3d6295ee46b,38,non_hispanic,male,asian,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,179,56a9cd4c-4a38-4c9f-ad57-d4486775d0b4,24,non_hispanic,female,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,188,91fe2b39-a4b0-4ac4-8494-f347830b5a3b,37,hispanic,male,multiracial,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,202,a0fb8850-a354-4d9f-8c80-7b352a5e5e8f,25,non_hispanic,female,asian,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,191,a824c350-ae5e-4c3b-96de-aeffb89029ca,39,non_hispanic,male,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,187,ae8c2dc9-4ace-4ebf-ba94-f0b249faeef3,26,non_hispanic,female,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,201,af1bbe96-69e2-44e0-b813-eadf8ac54832,43,non_hispanic,male,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,204,afb8af14-0d10-4ebf-ab61-fc184c498692,29,non_hispanic,female,black,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",1,0,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,185,b1da8c41-0319-4fcd-89af-aec8af971b27,21,non_hispanic,non-binary,black,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,205,dc8182dd-abdf-4ee9-a430-bffb2174c88d,65,non_hispanic,female,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,194,e08b19cf-af16-4740-9a0b-e9ea40a56601,27,non_hispanic,female,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,203,e0bdf042-92bf-4354-8f40-73b5b4abf168,21,hispanic,male,other,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_00,183,eda6f239-6149-44f9-bd86-2466387bcb3e,51,non_hispanic,female,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit begins painting the mural using the paint colors he initially selected.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']","[1, 0]",0,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,184,0a206c29-e865-443d-9bc4-7d9fd5968b75,33,non_hispanic,male,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,186,1072c2ef-aea7-4158-bc5d-7a8f107c4ea8,25,non_hispanic,male,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",0,0,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,189,167d039b-3299-422b-9fd2-15b22293e113,26,non_hispanic,female,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",1,1,False
backward_belief_false,0,backward_belief_false,backward_belief_false_01,195,25844c87-9901-40b2-ade0-3d16b415f379,23,non_hispanic,male,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi begins raking the sand into patterns.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is disrupted by fallen leaves.', 'Hiroshi believes the sand is smooth and untouched. (Correct Answer)']","[0, 1]",0,0,False
